Genre,parent_genre,song_count
african reggae,reggae,100
shimmer psych,psych,100
baltimore hip hop,hip hop,77
rosary,rosary,100
cha-cha-cha,cha-cha-cha,100
c86,c86,100
latin tech house,house,100
syrian pop,pop,86
queer country,country,100
pinoy alternative rap,hip hop,100
korean mask singer,singer,100
french worship,worship,100
taiwan idol pop,pop,100
czech punk,punk,100
belarusian rock,rock,100
flamenco guitar,guitar,97
victoria bc indie,indie,100
turkish modern jazz,jazz,100
cumbia salvadorena,cumbia,100
brazilian punk rock,punk,100
japanese power metal,power metal,100
virgin islands reggae,reggae,100
rap regio,hip hop,100
polish metal,metal,100
dark jazz,jazz,100
murcia indie,indie,100
hong kong rock,rock,100
new england americana,americana,100
vienna indie,indie,100
euskal rock,ska,100
musica cristiana guatemalteca,alternative,100
coral gospel,gospel,100
turin indie,indie,100
mestissatge,mestissatge,100
reunion pop,pop,100
rhythm game,game,100
space ambient,ambient,100
norwegian folk rock,rock,100
charlottesville indie,indie,83
musica criolla,criolla,100
desert blues,blues,100
kurdish hip hop,hip hop,100
deep soul house,house,100
azeri traditional,traditional,100
nerdcore,nerdcore,100
british modern classical,classical,100
kodomo no ongaku,ongaku,100
christian hardcore,hardcore,100
rock piauiense,rock,100
adventista,adventista,100
classic tollywood,tollywood,100
proto-techno,techno,100
balkan brass,brass,100
uk post-punk revival,punk,100
indie psych-pop,pop,100
thai folk,folk,100
cumbia ecuatoriana,cumbia,100
brass band,band,100
duluth indie,indie,100
children's choir,choir,100
electric bass,bass,100
horrorcore,horrorcore,100
japanese chill rap,hip hop,88
exotica,exotica,100
neue volksmusik,volksmusik,100
funk melody,funk,100
cocuk sarkilari,sarkilari,100
enka,enka,100
gypsy punk,punk,100
spacewave,spacewave,96
african-american classical,classical,100
chicago pop punk,punk,100
irish electronic,electro,100
deathgrind,deathgrind,100
electro dub,electro,81
indian fusion,fusion,100
nordnorsk musikk,musikk,100
brazilian classical,classical,99
german post-hardcore,post-hardcore,28
welsh indie,indie,100
nasyid,nasyid,100
omaha indie,indie,100
sertanejo gospel,gospel,100
honeyworks,honeyworks,100
nz singer-songwriter,singer-songwriter,100
dark electro,electro,100
funk mexicano,funk,100
norwegian jazz,jazz,100
nz electronic,electro,100
norwegian trap,trap,100
finnish hard rock,rock,100
canzone genovese,genovese,100
florida death metal,death metal,100
polish electronica,electro,100
vlaamse rap,hip hop,100
deep latin alternative,latin,100
avant-garde metal,metal,100
greek underground rap,hip hop,100
hauntology,hauntology,100
streektaal,streektaal,100
samba-enredo,samba-enredo,100
rogaland musikk,musikk,100
seinen,seinen,100
folklore boliviano,folk,100
dutch dnb,drum and bass,100
instrumental djent,djent,100
afrobeat brasileiro,brasileiro,100
progressive death metal,death metal,100
indie curitibano,indie,100
german country,country,100
south african gospel,gospel,100
norwegian classical,classical,100
svensk progg,progg,100
nl folk,folk,100
thai teen pop,pop,100
jazz metal,metal,100
garage house,house,100
bolero cubano,cubano,100
frankfurt electronic,electro,100
latin ska,ska,100
japanese shoegaze,shoegaze,100
swedish punk,punk,100
sinhala pop,pop,100
musica gaucha,gaucha,70
tanzanian pop,pop,100
highlife,highlife,100
hip hop cubano,hip hop,100
jazz mexicano,jazz,100
dutch indie rock,rock,100
indian rock,rock,100
southern metal,metal,100
german heavy metal,metal,100
rumba catalana,catalana,91
deutsch disney,disney,100
polish post-punk,punk,100
deep dubstep,dubstep,100
zouglou,zouglou,100
croatian rock,rock,100
japanese post-rock,rock,100
dusseldorf electronic,electro,100
japanese folk,folk,100
folklore ecuatoriano,folk,100
south african trap,trap,100
russian pop punk,punk,100
sevillanas,sevillanas,100
canadian house,house,100
argentine ambient,ambient,100
hardvapour,hardvapour,100
philly drill,drill,100
deep techno,techno,100
latvian pop,pop,100
morna,morna,100
swedish heavy metal,metal,69
irish pub song,song,100
assamese pop,pop,100
midwest americana,americana,100
musica nicaraguense,nicaraguense,100
minimal dub,dub,81
trinibad,trinibad,100
musique guadeloupe,guadeloupe,100
jumpstyle,jumpstyle,100
bounce,bounce,100
ukrainian electronic,electro,100
rumba congolaise,congolaise,100
dc hardcore,hardcore,96
jazz trombone,jazz,100
sheilat,sheilat,100
blasmusik,blasmusik,100
czech classical,classical,100
marathi pop,pop,100
gothenburg hip hop,hip hop,100
turkce remix,remix,100
arabic jazz,jazz,100
dalarna indie,indie,100
german boom bap,bap,100
bristol electronic,electro,100
munich indie,indie,100
musica angolana,angolana,100
folklore peruano,folk,100
folclore tucumano,tucumano,100
italian tech house,house,100
piratenmuziek,piratenmuziek,100
eugene indie,indie,100
electrofox,electro,96
cuatro venezolano,venezolano,100
synth punk,punk,100
spiritual hip hop,hip hop,100
nova canco,canco,100
scottish folk,folk,100
brazilian thrash metal,thrash metal,100
calypso,calypso,100
finnish punk,punk,100
math rock,rock,100
dutch tech house,house,100
hungarian folk,folk,100
japanese math rock,rock,100
turkish punk,punk,100
classic bangla pop,pop,83
vancouver punk,punk,100
new beat,beat,100
classic bhangra,bhangra,100
guitarra mexicana,mexicana,100
swedish house,house,100
kawaii edm,edm,100
neo-rockabilly,rock,100
kyushu indie,indie,100
swedish doom metal,doom metal,100
metal guitar,metal,100
musica sarda,sarda,99
ska espanol,ska,100
italian progressive rock,rock,100
love live,live,100
bard,bard,100
experimental bass,bass,100
kent indie,indie,100
accordion,accordion,100
merengue tipico,merengue,100
classical guitar,classical,100
spa,spa,100
sunnlensk tonlist,tonlist,100
vancouver metal,metal,100
crust punk,punk,100
hammond organ,organ,100
russian synthpop,pop,100
malaysian hip hop,hip hop,100
denton tx indie,indie,100
egyptian alternative,alternative,100
azeri pop,pop,100
dutch prog,prog,100
chinese minyao,minyao,100
kompa,kompa,100
symphonic power metal,power metal,100
southern soul blues,blues,100
french dub,dub,100
dunedin indie,indie,100
psychokore,psychokore,100
rap criolo,hip hop,100
london indie,indie,100
ghent indie,indie,100
trondersk musikk,musikk,100
ecuadorian indie,indie,99
tamborazo,tamborazo,100
black comedy,comedy,100
country quebecois,country,100
deathgrass,deathgrass,100
ambient post-rock,ambient,100
doomgaze,doomgaze,100
piedmont blues,edm,100
soul flow,soul,100
christchurch indie,indie,100
buffalo ny metal,metal,100
rock alternatif francais,rock,100
vintage tango,tango,100
nordic post-rock,rock,100
irish metal,metal,100
bornesange,bornesange,100
son cubano,cubano,100
outsider,outsider,100
miami bass,bass,100
full on,on,100
corridos cristianos,cristianos,100
rap capixaba,hip hop,100
slovak punk,punk,100
432hz,432hz,97
black thrash,thrash,100
experimental classical,classical,100
beats,beats,100
turkish metal,metal,100
belgian techno,techno,100
tampa indie,indie,100
symphonic death metal,death metal,100
metal mineiro,metal,100
dungeon synth,synth,35
vocal trance,trance,98
swamp pop,pop,100
huayno popular,pop,97
tipico,tipico,100
hong kong hip hop,hip hop,100
indie cordoba,indie,99
rennes indie,indie,100
slovenian electronic,electro,100
south african jazz,jazz,100
grindcore,grindcore,100
carimbo,carimbo,99
vietnamese bolero,bolero,100
austrian hip hop,hip hop,100
hiplife,hiplife,67
alternative ccm,alternative,100
ghanaian alternative,alternative,100
manitoba indie,indie,100
pokemon,emo,100
deep christian rock,rock,100
musica capixaba,capixaba,100
thai indie,indie,100
kompa gouyad,gouyad,100
japanese guitar,guitar,100
british orchestra,orchestra,100
soviet synthpop,pop,100
bleep techno,techno,100
german indie pop,pop,100
hypnosis mic,mic,100
brazilian groove metal,metal,100
indy indie,indie,100
zillertal,zillertal,100
bangla pop,pop,100
gregorian chant,chant,100
north carolina metal,metal,98
new wave of thrash metal,thrash metal,100
sasscore,sasscore,100
mandolin,mandolin,100
danish post-punk,punk,99
glitch pop,pop,100
mgpjr,mgpjr,100
zespol dzieciecy,dzieciecy,100
york indie,indie,100
mbalax,mbalax,100
vintage swedish pop,pop,100
kundiman,kundiman,100
okc indie,indie,100
munich electronic,electro,99
tin pan alley,alley,100
australian metal,metal,95
brazilian hardcore,hardcore,100
nu age,age,100
jazz clarinet,jazz,100
kaneka,kaneka,100
tulsa indie,indie,100
makossa,makossa,100
deep dnb,drum and bass,100
comedia,comedia,100
galician rock,rock,100
hamilton on indie,indie,100
nz christian,christian,100
rebetiko,rebetiko,100
zamba,zamba,100
instrumental stoner rock,rock,100
danish indie pop,pop,100
aussie emo,emo,100
manso indie,indie,100
granada indie,indie,100
minimal wave,wave,100
italian power metal,power metal,100
japanese disney,disney,100
swedish synth,synth,100
pinoy praise,praise,72
canadian indie folk,folk,100
sydney indie,indie,100
luk thung,thung,100
chinese indie rock,rock,86
atlanta punk,punk,100
rhode island indie,indie,100
folclor colombiano,colombiano,100
funana,funana,100
atmospheric dnb,drum and bass,100
rap kreyol,hip hop,100
novelty,novelty,100
straight-ahead jazz,jazz,89
wu fam,fam,100
czech singer-songwriter,singer-songwriter,100
musica paraibana,paraibana,100
indonesian blues,blues,90
rap liegeois,hip hop,100
indie siciliano,indie,100
grand rapids indie,hip hop,100
thai pop rap,hip hop,100
viola caipira,caipira,100
judaica,judaica,99
classic icelandic pop,pop,100
leeds indie,indie,100
funk capixaba,funk,100
connecticut hardcore,hardcore,100
zen,zen,100
detroit house,house,100
tunisian pop,pop,100
indonesian indie rock,rock,100
israeli trap,trap,95
gothic americana,americana,100
halftime dnb,drum and bass,100
malayalam pop,pop,100
jazz drums,jazz,100
riddim dubstep,dubstep,100
musica ayacuchana,ayacuchana,100
brazilian progressive metal,metal,100
british contemporary classical,classical,100
jazz organ,jazz,100
classic dutch pop,pop,100
indie emo,emo,100
rock chapin,rock,100
power blues-rock,rock,100
autonomous black metal,black metal,100
cumbia boliviana,cumbia,100
icelandic electronic,electro,100
charanga,charanga,100
japanese rockabilly,rock,100
paraguayan rock,rock,100
musik anak-anak,anak-anak,100
hardtekk,hardtekk,100
cantautor catala,catala,100
operetta,operetta,100
nueva trova chilena,chilena,100
taiwanese indie,indie,99
acid techno,techno,100
soukous,soukous,100
nwocr,nwocr,100
horror synth,synth,100
slam poetry,poetry,100
alabama metal,metal,100
german tech house,house,100
musica tabasquena,tabasquena,100
beatboxing,beatboxing,100
black punk,punk,100
jazz cubano,jazz,100
deep big room,room,100
opera,classical,100
german literature,literature,100
bath indie,indie,100
native american flute,flute,100
vgm instrumental,instrumental,100
korean indie folk,folk,100
christian hard rock,rock,100
heavy alternative,alternative,96
rochester ny indie,indie,100
asheville indie,indie,100
goregrind,goregrind,100
karneval,karneval,100
doujin,doujin,100
romanian rock,rock,100
trance mexicano,trance,100
rock keyboard,rock,99
experimental house,house,100
russian trance,trance,100
hamburg indie,indie,100
vintage hollywood,hollywood,100
technical groove metal,metal,100
north carolina emo,emo,100
pop ambient,ambient,92
gothic black metal,black metal,100
deep smooth jazz,jazz,100
family gospel,gospel,100
charlotte nc indie,indie,100
campursari,campursari,100
spanish folk rock,rock,100
fort worth indie,indie,100
nz folk,folk,100
austrian indie,indie,100
mexican metal,metal,99
danish jazz,jazz,67
classic nz pop,pop,100
belarusian electronic,electro,100
underground power pop,pop,72
pittsburgh rock,rock,85
persian rock,rock,100
korean trap,trap,100
musical advocacy,advocacy,100
australian ska,ska,100
okinawan folk,folk,100
russian folk,folk,100
hindustani classical,classical,100
j-core,j-core,100
deep uplifting trance,trance,100
sesame street,street,100
german indie rock,rock,100
swiss trap,trap,100
deep chill,chill,100
irish indie rock,rock,100
middle east hip hop,hip hop,100
bulgarian hip hop,hip hop,86
persian alternative,alternative,100
kurdish folk,folk,100
russian nu metal,metal,100
ulkucu sarkilar,sarkilar,100
musica costarricense,costarricense,94
modern old-time,old-time,100
funk evangelico,funk,100
blaskapelle,ska,100
miami indie,indie,100
eventyr,eventyr,97
indonesian ska,ska,100
birmingham indie,indie,100
sound art,art,100
euskal musica,ska,100
kabyle,kabyle,100
48g,48g,100
galante era,era,100
detroit techno,techno,100
modern cello,cello,100
rap angolano,hip hop,100
spanish reggae,reggae,100
indie platense,indie,100
progressive doom,doom,100
guyanese pop,pop,100
french punk,punk,100
progressive power metal,power metal,96
ethio-jazz,jazz,100
reggae maghreb,reggae,100
ambient idm,ambient,100
hungarian edm,edm,100
trap cristao,trap,99
cincinnati rap,hip hop,100
greek metal,metal,100
classic greek rock,rock,100
musica afroperuana,afroperuana,100
french baroque,classical,98
traditional ska,ska,100
twoubadou,twoubadou,100
technical thrash,thrash,100
beat italiano,italiano,100
brazilian post-hardcore,post-hardcore,100
musiikkia lapsille,lapsille,100
cantautora argentina,argentina,100
post-black metal,black metal,73
pop paraguayo,pop,100
vintage jazz,jazz,100
jazz double bass,jazz,100
brutal deathcore,deathcore,61
christian afrobeat,afrobeat,100
singing bowl,bowl,100
vintage dutch pop,pop,100
kizomba antigas,antigas,100
gainesville indie,indie,100
dublin indie,indie,100
turkish electronic,electro,100
talentkonkurranse,talentkonkurranse,100
musica indigena latinoamericana,latin,100
renaissance,renaissance,100
waiata mo tamariki,tamariki,100
smooth soul,soul,100
neue deutsche todeskunst,todeskunst,100
michigan indie,indie,100
japanese underground rap,hip hop,95
indonesian indie pop,pop,100
dark black metal,black metal,100
hokkien pop,pop,100
classic italian folk pop,pop,100
armenian pop,pop,90
victorian britain,britain,100
anarcho-punk,punk,73
gothic alternative,alternative,100
one-person band,band,100
bardcore,bardcore,100
british black metal,black metal,100
norwegian house,house,100
german thrash metal,thrash metal,100
nice indie,indie,100
catalan folk,folk,100
tekno,tekno,100
21st century classical,classical,100
jordanian pop,pop,100
ambient techno,techno,100
neotango,neotango,100
miami metal,metal,100
welsh hip hop,hip hop,100
disney espanol,espanol,100
new delhi indie,indie,100
german jazz,jazz,100
dissonant death metal,death metal,100
swing italiano,italiano,100
afro-funk,funk,100
salsa urbana,salsa,100
ugandan pop,pop,93
cypriot pop,pop,100
folclor afrocolombiano,afrocolombiano,100
huayno peruano,peruano,98
lithuanian hip hop,hip hop,100
san antonio rap,hip hop,94
rare groove,groove,100
manipuri pop,pop,98
musica istmena,istmena,100
british comedy,comedy,96
coco,coco,70
punk chileno,punk,100
trival,trival,100
devon indie,indie,100
novo rock gaucho,rock,100
modular synth,synth,100
indie rock peruano,rock,100
usbm,usbm,100
new mexico music,music,100
instrumental surf,surf,100
kenyan pop,pop,100
german ccm,ccm,100
marching band,band,100
folklore paraguayo,folk,100
palestinian pop,pop,100
dreamgaze,dreamgaze,100
japanese garage rock,rock,100
geek rock,rock,100
electro trash,electro,100
indonesian emo,emo,100
spanish folk,folk,100
college a cappella,cappella,100
afro-cuban percussion,percussion,100
slovenian pop,pop,79
psychedelic punk,punk,100
baiao,baiao,100
phoenix indie,indie,100
commons,commons,100
carnaval limburg,limburg,100
british death metal,death metal,100
ambient psychill,ambient,86
boogie-woogie,boogie-woogie,100
korean superband,superband,100
ethiopian pop,pop,100
alt-idol,alternative,100
persian electronic,electro,100
andean flute,flute,100
japanese ska,ska,100
denver indie,indie,100
spanish indie folk,folk,100
downtempo deathcore,deathcore,100
musica santomense,santomense,100
norrlandsk hip hop,hip hop,100
vaqueiro,vaqueiro,95
swedish black metal,black metal,100
jazz vibraphone,hip hop,91
italian trance,trance,100
gulf hip hop,hip hop,100
sci-fi metal,metal,100
swedish stoner rock,rock,100
classic romanian pop,pop,100
christian a cappella,cappella,98
cdmx indie,indie,100
slack-key guitar,guitar,100
musica yucateca,yucateca,100
ensemble stars,stars,100
bouzouki,bouzouki,100
mantra,mantra,100
deep idm,idm,94
chinese manyao,manyao,100
junior eurovision,eurovision,100
tennessee metal,metal,100
argentine indie rock,rock,100
cumbia surena,cumbia,100
nepali indie,indie,100
drone folk,folk,100
hangpan,hangpan,100
porro,porro,71
chakra,chakra,100
deep melodic metalcore,metalcore,100
classic australian country,country,91
stomp and whittle,whittle,100
blues latinoamericano,blues,100
griot,griot,100
classic sinhala pop,pop,100
comptine,comptine,100
indie valenciana,indie,100
musica popular uruguaya,pop,91
elektropunk,punk,100
utah indie,indie,100
west australian hip hop,hip hop,100
newcastle indie,indie,100
kids hip hop,hip hop,100
swedish rockabilly,rock,100
nwothm,nwothm,100
piano mpb,mpb,100
viral pop brasileiro,pop,100
guatemalan pop,pop,100
vispop,pop,100
children's story,story,93
kermis,kermis,100
indie electronica,electro,100
abstract,abstract,100
symfonicky orchestr,orchestr,100
tamaulipas indie,indie,100
gaita zuliana,zuliana,100
chinese audiophile,audiophile,100
spiritual jazz,jazz,100
melodipop,pop,100
varmland rock,rock,100
deep gothic post-punk,punk,100
plena uruguaya,uruguaya,100
pakistani folk,folk,83
danish indie,indie,100
waiata maori,maori,92
german show tunes,tunes,100
korean electronic,electro,100
technical deathcore,deathcore,100
bush ballad,ballad,100
rap paranaense,hip hop,80
schranz,schranz,100
dansei seiyu,seiyu,99
gujarati garba,garba,80
memphis americana,americana,100
gengetone,gengetone,100
canadian blues,blues,80
corrosion,corrosion,99
hinos ccb,ccb,99
canadian hardcore,hardcore,100
cinematic post-rock,rock,100
zikir,zikir,100
chinese talent show,show,100
bandoneon,bandoneon,100
cyber metal,metal,100
visor,visor,100
grebo,grebo,99
cincinnati indie,indie,100
minimal melodic techno,techno,100
classic anime,anime,100
cape verdean folk,folk,100
polish death metal,death metal,100
carnatic vocal,vocal,100
connecticut indie,indie,100
reggae peruano,reggae,100
congolese gospel,gospel,100
traditional british folk,folk,100
windsor on indie,indie,100
nova musica paulista,paulista,100
darkstep,darkstep,100
rockabilly en espanol,rock,100
classic hungarian rock,rock,100
danish techno,techno,28
bajki,bajki,100
taiwan punk,punk,100
danish modern jazz,jazz,100
jackin' house,house,100
sinaloa indie,indie,100
musica cabo-verdiana,cabo-verdiana,100
tropical tecladista,tecladista,100
tape club,club,100
japanese dream pop,pop,100
breakcore,breakcore,100
portuguese indie,indie,100
rock viet,rock,100
bhojpuri pop,pop,67
greek house,house,100
deep soundtrack,soundtrack,100
mega funk,funk,100
orebro indie,indie,100
ragga jungle,jungle,100
german opera,classical,97
carnatic,carnatic,100
ok indie,indie,100
southern americana,americana,100
british post-rock,rock,100
halloween,halloween,99
japanese beats,beats,100
spanish invasion,invasion,100
polish black metal,black metal,100
bangladeshi hip hop,hip hop,100
pakistani indie,indie,100
greek downtempo,downtempo,100
musica tropical guatemalteca,alternative,100
guided meditation,meditation,94
rap ivoire,hip hop,100
southampton indie,indie,100
ostrock,rock,100
neapolitan funk,funk,100
jazzy dnb,drum and bass,100
truck-driving country,country,100
japanese heavy metal,metal,100
apostolic worship,worship,100
kora,kora,100
hard techno,techno,100
virginia punk,punk,100
cosmic post-rock,rock,100
dub reggae,reggae,100
italian folk metal,metal,100
himachali pop,pop,100
italo house,house,100
semba,semba,100
slow game,game,100
orchestral performance,performance,100
irish neo-traditional,neo-traditional,100
polish synthpop,pop,100
guinean pop,pop,100
chabad niggunim,niggunim,100
serbian hip hop,hip hop,100
library music,music,100
russian techno,techno,100
italian gothic metal,metal,100
western swing,swing,99
lexington ky indie,indie,82
italian gothic,gothic,97
chamber folk,folk,100
polca paraguaya,paraguaya,100
british country,country,100
forro gospel,gospel,100
buffalo ny indie,indie,100
raggatek,raggatek,100
sound effects,effects,100
pop costarricense,pop,100
acid jazz,jazz,100
hungarian punk,punk,100
norsk lovsang,lovsang,100
neofolk,folk,100
classic progressive house,house,100
math pop,pop,100
keroncong,keroncong,100
british grindcore,grindcore,100
polynesian hip hop,hip hop,94
mallsoft,mallsoft,100
norwegian contemporary jazz,jazz,100
japanese blues,blues,100
australian ambient,ambient,90
new orleans indie,indie,100
old west,west,100
garage punk,punk,100
puerto rican folk,folk,61
finnish classical,classical,100
dirty texas rap,hip hop,100
malang indie,indie,100
brazilian ska,ska,100
world chill,chill,100
er ge,ge,100
russian heavy metal,metal,100
nz dnb,drum and bass,79
boston hardcore,hardcore,100
shojo,shojo,100
deathrock,rock,100
long island punk,punk,100
classic luk thung,thung,100
uk82,uk82,100
japanese contemporary classical,classical,97
uk dub,dub,90
comedienne,comedienne,100
austrian dnb,drum and bass,100
cleveland metal,metal,100
death 'n' roll,roll,100
halifax indie,indie,100
musica eletronica gospel,gospel,100
greek contemporary classical,classical,100
speedcore,speedcore,100
euroska,ska,100
coupe-decale,coupe-decale,100
mexican son,son,100
new wave of glam metal,metal,100
hamburger schule,schule,86
thai worship,worship,100
croatian indie,indie,100
early reggae,reggae,100
swamp blues,blues,100
chinese traditional,traditional,100
portland punk,punk,99
rock curitibano,rock,97
spanish electronic,electro,100
hard trance,trance,100
modern enka,enka,100
taiwan campus folk,folk,100
oaxaca indie,indie,100
graz indie,indie,100
berlin minimal techno,techno,100
violin,violin,100
audiophile vocal,vocal,100
grimewave,grime,100
canadian indigenous,indigenous,100
slavic folk metal,metal,100
austin hip hop,hip hop,100
melodic black metal,black metal,100
sandalwood,sandalwood,100
columbus ohio indie,indie,100
tibetan pop,pop,100
brazilian power metal,power metal,100
croatian hip hop,hip hop,100
polish blues,blues,68
guitarra andina,andina,100
solipsynthm,solipsynthm,100
little rock indie,rock,100
czech country,country,100
ska catala,ska,100
louisiana metal,metal,100
alberta hip hop,hip hop,100
greek swing,swing,100
footwork,footwork,100
korean underground rap,hip hop,97
rap pernambucano,hip hop,100
belgian indie rock,rock,100
histoire pour enfants,enfants,100
black 'n' roll,roll,100
warm drone,drone,77
indian electronic,electro,87
classic azeri pop,pop,83
karaoke,karaoke,100
punk euskera,punk,100
lagu sunda,sunda,100
icelandic hip hop,hip hop,100
kwaito,kwaito,100
hungarian metal,metal,100
dark folk,folk,99
italian electronica,electro,100
touken ranbu,ranbu,78
samurai trap,trap,100
batida,batida,100
japanese celtic,celtic,100
string folk,folk,97
marimba orquesta,orquesta,87
psalmen,psalmen,100
jersey club,club,97
louvor icm,icm,89
gothabilly,gothabilly,86
dutch moombahton,moombahton,100
malaysian tamil pop,pop,100
harp,harp,88
brazilian modern jazz,jazz,100
dub punk,punk,100
festigal,festigal,100
detskie pesni,pesni,100
dallas indie,indie,100
norwegian space disco,disco,100
dub metal,metal,100
japanese indie folk,folk,100
tuareg guitar,guitar,100
mississippi indie,indie,100
dub brasileiro,brasileiro,100
folklore nuevo argentino,folk,99
austrian metal,metal,100
idaho indie,indie,100
rock of gibraltar,rock,100
baltic classical,classical,100
american primitive,primitive,100
phleng phuea chiwit,chiwit,100
western mass indie,indie,100
viking black metal,black metal,100
ai,ai,94
action rock,rock,100
arab groove,groove,92
persian traditional,traditional,100
spanish techno,techno,100
musicas espiritas,espiritas,100
rap underground colombiano,hip hop,100
greek guitar,guitar,100
experimental jazz,jazz,100
korean worship,worship,100
yoga,yoga,100
new weird finland,finland,99
armenian folk,folk,100
sonora indie,indie,100
christian power metal,power metal,100
paidika tragoudia,tragoudia,100
swiss reggae,reggae,100
classic japanese jazz,jazz,100
rap galego,hip hop,100
beach music,music,100
experimental folk,folk,100
technical brutal death metal,death metal,94
alpine yodeling,yodeling,82
finnish new wave,wave,100
worcester ma indie,indie,100
czech folk rock,rock,77
haitian gospel,gospel,100
charango,charango,100
shabad,shabad,100
indonesian psychedelia,psychedelia,100
jazz brass,jazz,100
modern swing,swing,66
rosario indie,indie,100
belgian metal,metal,100
uk christian rap,hip hop,82
disney portugues brasil,brasil,100
stl indie,indie,100
armenian hip hop,hip hop,100
swedish folk pop,pop,29
scottish techno,techno,65
anime cv,cv,100
peruvian punk,punk,100
venda pop,pop,100
spanish rockabilly,rock,100
japanese psychedelic,psychedelic,100
classic korean pop,pop,100
portland metal,metal,100
psydub,psydub,100
modern progressive rock,rock,100
chinese worship,worship,100
bulgarian rock,rock,100
swedish techno,techno,100
beatdown,beatdown,100
gqom,gqom,100
moog,moog,100
polish indie rock,rock,87
polish prog,prog,100
finnish pop punk,punk,100
folclore jujeno,jujeno,100
dutch disney,disney,95
canterbury scene,scene,100
asakaa,asakaa,85
berlin school,school,100
stockholm indie,indie,97
nuevo tango,tango,100
norwegian punk rock,punk,87
ambient trance,trance,100
warrington indie,indie,100
montenegrin pop,pop,95
rock en asturiano,rock,100
dubsteppe,dubstep,100
japanese vocal jazz,jazz,100
musica catarinense,catarinense,98
jazz harp,jazz,95
chinese jazz,jazz,100
sanfona,sanfona,100
italian contemporary jazz,jazz,100
minimal dnb,drum and bass,100
rabindra sangeet,sangeet,100
american melodeath,melodeath,100
kyrgyz hip hop,hip hop,76
indie shoegaze,indie,98
israeli jazz,jazz,100
tunantada,tunantada,100
punk catala,punk,100
indonesian metal,metal,100
oud,oud,100
pennsylvania hardcore,hardcore,100
musica popular amazonense,pop,100
norwegian americana,americana,100
musique comorienne,comorienne,100
muzica crestina,crestina,100
latvian hip hop,hip hop,100
mandible,mandible,100
nz children's music,music,100
swiss house,house,100
russian dnb,drum and bass,100
british industrial,industrial,96
canadian metalcore,metalcore,100
spanish post-punk,punk,99
neo-kraut,neo-kraut,89
free improvisation,improvisation,100
canadian underground hip hop,hip hop,100
flemish folk,folk,100
jewish hip hop,hip hop,100
czech metal,metal,72
electronica chilena,electro,100
zimdancehall,dancehall,100
plunderphonics,plunderphonics,100
burmese pop,pop,90
multidisciplinary,multidisciplinary,100
american grindcore,grindcore,100
turkish classical,classical,100
japanese electronic,electro,100
powerviolence,powerviolence,74
reiki,reiki,100
spanish prog,prog,91
australian comedy,comedy,100
russian emo,emo,100
hard house,house,100
norwegian gospel,gospel,100
spirituals,spirituals,100
newfoundland indie,indie,88
thall,thall,100
jazz puertorriqueno,jazz,100
svensk lovsang,lovsang,100
surinamese pop,pop,100
ohio indie,indie,100
ottawa indie,indie,100
chant religieux,religieux,100
russian shoegaze,shoegaze,100
musica andina colombiana,colombiana,99
bruneian pop,pop,100
dominican indie,indie,100
depressive black metal,black metal,100
puerto rican indie,indie,100
deep liquid bass,bass,100
indie napoletano,indie,100
texas punk,punk,100
samoan pop,pop,100
folklore uruguayo,folk,100
deep acoustic pop,pop,100
rap metal espanol,metal,100
rap guarulhense,hip hop,100
dark hardcore,hardcore,100
neru,neru,99
reggae mexicano,reggae,100
benga,benga,100
maluku pop,pop,100
bible,bible,100
quebec death metal,death metal,61
deep flow,flow,100
musica lombarda,lombarda,93
wassoulou,soul,100
electro bailando,electro,100
disney italiano,italiano,100
kentucky metal,metal,100
swing revival,revival,100
spytrack,spytrack,100
stateside dnb,drum and bass,100
belgian dnb,drum and bass,100
tucson indie,indie,100
technical melodic death metal,death metal,100
brazilian percussion,percussion,100
bay area hip hop,hip hop,100
chicano punk,punk,100
south african choral,choral,100
purple sound,sound,100
accordeon,accordeon,100
vogue,vogue,100
acidcore,acidcore,100
musica infantil catala,catala,100
focus trance,trance,82
indie folk argentino,folk,100
italian ska,ska,100
hard minimal techno,techno,100
detroit indie,indie,97
edinburgh indie,indie,100
lithuanian rock,rock,100
deep soft rock,rock,100
austin singer-songwriter,singer-songwriter,100
rva indie,indie,100
ryukyu ongaku,ongaku,100
finnish reggae,reggae,100
amharic pop,pop,100
italian new wave,wave,97
german pagan metal,metal,100
viet lo-fi,lo-fi,100
fake,fake,100
cook islands pop,pop,74
cosmic death metal,death metal,100
kolkata indie,indie,98
belarusian punk,punk,100
danish singer-songwriter,singer-songwriter,100
didgeridoo,didgeridoo,100
gospel reggae,reggae,100
psybass,psybass,98
kentucky punk,punk,100
indonesian edm,edm,94
funky breaks,funk,100
orquestas de galicia,galicia,100
instrumental progressive metal,metal,100
french black metal,black metal,100
cologne electronic,electro,100
football,football,100
quebec punk,punk,100
swedish hardcore,hardcore,100
musica crista reformada,reformada,100
german dark minimal techno,techno,100
trio huasteco,huasteco,96
musica hondurena,hondurena,100
atmospheric sludge,sludge,82
slavic metal,metal,100
british math rock,rock,100
fast melodic punk,punk,100
turkish reggae,reggae,100
sega,sega,100
adoracion pentecostal,pentecostal,100
early music ensemble,ensemble,100
texas hardcore,hardcore,100
folk black metal,black metal,91
french classical piano,classical,100
sinhala rap,hip hop,100
indie veneto,indie,91
nitzhonot,nitzhonot,100
shamisen,shamisen,100
