Genre,parent_genre,song_count
bhangra,bhangra,100
mollywood,mollywood,100
brazilian indie,indie,100
gaming dubstep,dubstep,100
nz reggae,reggae,100
norwegian rock,rock,100
peruvian rock,rock,87
trap pesado,trap,100
chicago soul,soul,100
alternative pop,pop,100
vapor pop,pop,100
swedish melodeath,melodeath,100
south african rock,rock,100
indonesian viral pop,pop,100
reggaeton mexicano,reggaeton,100
drone,drone,100
rock brasiliense,rock,100
virginia hip hop,hip hop,100
german pop rock,rock,100
irish folk,folk,100
harlem hip hop,hip hop,100
japanese classical,classical,100
christian metal,metal,100
russian grime,grime,100
austropop,pop,100
indonesian r&amp;b,r&amp;b,100
indonesian rock,rock,100
finnish power metal,power metal,100
shibuya-kei,shibuya-kei,100
pinoy reggae,reggae,100
comedy rap,hip hop,100
egyptian pop,pop,100
transpop,pop,79
icelandic pop,pop,100
danish metal,metal,100
psychedelic trance,trance,100
healing,healing,100
seattle indie,indie,100
pop violin,pop,100
kosovan pop,pop,97
binaural,binaural,96
swiss indie,indie,100
pinoy r&amp;b,r&amp;b,100
thai indie pop,pop,100
belgian rock,rock,100
italian pop rock,rock,100
cueca chilena,chilena,100
japanese soul,soul,100
discofox,discofox,98
brazilian jazz,jazz,100
pakistani pop,pop,100
tex-mex,tex-mex,100
rap canario,hip hop,100
colombian rock,rock,100
icelandic rock,rock,100
grave wave,wave,100
australian trap,trap,100
chutney,chutney,100
chicago hardcore,hardcore,100
antideutsche,antideutsche,100
australian metalcore,metalcore,100
israeli mediterranean,mediterranean,100
palm desert scene,scene,100
kawaii future bass,bass,100
haryanvi pop,pop,100
merengue,merengue,100
deep pop edm,edm,100
volksmusik,volksmusik,100
bubble trance,trance,100
rock gaucho,rock,100
australian children's music,music,100
zhongguo feng,feng,100
funk das antigas,funk,100
scottish singer-songwriter,singer-songwriter,100
folk metal,metal,100
funk 150 bpm,funk,100
australian talent show,show,100
swedish soul,soul,100
french soundtrack,soundtrack,100
progressive metalcore,metalcore,99
australian alternative pop,pop,100
canzone napoletana,napoletana,100
german alternative rock,rock,100
salsa peruana,salsa,100
turkish psych,psych,100
rap tunisien,hip hop,100
funky house,house,100
violao,violao,100
boogaloo,boogaloo,100
anime piano,piano,100
contemporary post-bop,post-bop,100
indian edm,edm,92
shush,shush,100
swedish death metal,death metal,100
fotbollslatar,fotbollslatar,100
gujarati pop,pop,100
black metal,black metal,100
music box,box,100
singaporean mandopop,pop,100
indonesian folk,folk,100
classic city pop,pop,100
scream rap,hip hop,100
alternative americana,alternative,100
morelos indie,indie,100
italian baroque,classical,100
turkish edm,edm,100
nursery,nursery,100
hardstyle,hardstyle,100
gothenburg indie,indie,100
scottish new wave,wave,100
samba moderno,moderno,100
israeli rock,rock,100
russian indie,indie,100
chinese viral pop,pop,99
classic israeli pop,pop,100
samba de roda,roda,100
quebec indie,indie,100
r&amp;b argentino,argentino,100
nordic house,house,71
funky tech house,house,100
kiwi rock,rock,100
russian romanticism,romanticism,100
space rock,rock,100
folk rock italiano,rock,100
okinawan pop,pop,100
chill out,out,100
kavkaz,kavkaz,99
rave,rave,100
jovem guarda,guarda,100
rock kapak,rock,94
swedish indie rock,rock,100
belarusian hip hop,hip hop,100
chihuahua indie,indie,100
minecraft,minecraft,100
nashville hip hop,hip hop,100
hungarian pop,pop,100
world fusion,fusion,100
russian edm,edm,100
czech folk,folk,100
italian alternative,alternative,100
canadian ccm,ccm,100
ska revival,ska,100
danish pop rock,rock,99
upstate ny rap,hip hop,100
german r&amp;b,r&amp;b,100
guadalajara indie,indie,100
cumbia paraguaya,cumbia,100
vaporwave,vaporwave,100
musica gaucha tradicionalista,tradicionalista,100
christlicher rap,hip hop,100
japanese punk rock,punk,100
kabarett,kabarett,100
bass music,music,100
opera metal,metal,100
japanese trap,trap,100
mexican classic rock,rock,100
lithuanian electronic,electro,100
dark wave,wave,100
canadian soundtrack,soundtrack,99
veracruz indie,indie,100
new orleans jazz,jazz,100
glitch hop,hop,100
noise rock,rock,100
salsa venezolana,salsa,100
jump up,up,100
swedish indie folk,folk,100
scottish indie,indie,100
pinoy trap,trap,79
bergen indie,indie,100
cumbia sonorense,cumbia,100
pop folk,pop,100
hindi indie,indie,100
rock mineiro,rock,100
indonesian worship,worship,100
future rock,rock,100
washington indie,indie,100
turkce slow sarkilar,sarkilar,100
kansas city hip hop,hip hop,100
swedish jazz,jazz,100
ectofolk,folk,100
swedish hard rock,rock,100
pianissimo,pianissimo,100
birmingham grime,grime,100
umbanda,umbanda,100
reggaeton cristiano,reggaeton,100
bay area indie,indie,100
shanty,shanty,100
french shoegaze,shoegaze,100
neo r&amp;b,r&amp;b,100
musica andina,andina,100
manchester hip hop,hip hop,81
austrian pop,pop,100
boom bap brasileiro,brasileiro,100
british alternative rock,rock,100
horror punk,punk,100
lebanese pop,pop,100
progressive groove metal,metal,100
indonesian hip hop,hip hop,100
rune folk,folk,100
texas pop punk,punk,100
ann arbor indie,indie,100
indie catala,indie,100
midwest emo,emo,100
smooth saxophone,saxophone,100
scam rap,hip hop,100
indonesian pop punk,punk,100
pop quebecois,pop,100
south african house,house,100
dutch cabaret,cabaret,100
celtic metal,metal,100
brutal death metal,death metal,100
mariachi cristiano,cristiano,100
punk urbano,punk,100
city pop,pop,100
korean instrumental,instrumental,100
native american,american,100
chilena,chilena,76
indonesian lo-fi pop,pop,100
early us punk,punk,100
ethereal wave,wave,100
classic turkish pop,pop,100
classic garage rock,rock,100
argentine alternative rock,rock,100
glitch,glitch,100
lithuanian edm,edm,100
underground rap,hip hop,100
russian metal,metal,100
polish rock,rock,100
world meditation,meditation,100
tamaulipas rap,hip hop,100
sacramento hip hop,hip hop,100
barnsagor,barnsagor,100
singaporean singer-songwriter,singer-songwriter,100
russian punk rock,punk,100
alte,alternative,100
rock andaluz,rock,93
idol,idol,100
nottingham indie,indie,100
post-minimalism,post-minimalism,100
indonesian alternative rock,rock,100
celtic punk,punk,100
acoustic rock,rock,100
techno,techno,100
nova musica pernambucana,pernambucana,100
scandinavian r&amp;b,r&amp;b,100
kollywood,kollywood,100
destroy techno,techno,100
riot grrrl,grrrl,100
filthstep,filthstep,100
classic house,house,100
christian metalcore,metalcore,100
mexican pop punk,punk,100
jangle pop,pop,100
zouk riddim,riddim,100
norwegian hip hop,hip hop,100
kayokyoku,kayokyoku,100
texas blues,blues,100
musica costena,costena,100
melanesian pop,pop,100
pop chileno,pop,100
viking metal,metal,77
atmosphere,atmosphere,100
canadian americana,americana,100
indie rock mexicano,rock,100
nintendocore,nintendocore,100
psychedelic doom,doom,100
abstract hip hop,hip hop,100
brazilian bass,bass,83
electro jazz,electro,100
romanian house,house,100
banjo,banjo,100
ska chileno,ska,100
final fantasy,fantasy,100
hard bass,bass,100
hip hop quebecois,hip hop,100
cumbia del sureste,cumbia,100
gothic rock,rock,100
gothenburg metal,metal,100
brazilian punk,punk,100
welsh metal,metal,100
taiwan hip hop,hip hop,100
tribal house,house,100
hungarian rock,rock,100
saskatchewan indie,ska,100
batidao romantico,romantico,100
easycore,easycore,100
steampunk,punk,100
acoustic chill,chill,100
north carolina roots,roots,100
free jazz,jazz,100
belgian indie,indie,100
chill beats,beats,100
doom metal,doom metal,100
piano blues,blues,100
puerto rican rock,rock,100
lo-fi emo,emo,100
musica aragonesa,aragonesa,100
lo-fi vgm,vgm,100
chamame,chamame,97
tropical alternativo,alternative,100
swiss pop,pop,100
battle rap,hip hop,100
oyun havasi,havasi,100
sound team,team,100
parody,parody,100
thai indie rock,rock,100
french romanticism,romanticism,100
lds youth,youth,100
darksynth,darksynth,100
vietnamese hip hop,hip hop,100
classic colombian pop,pop,97
children's folk,folk,100
bergamo indie,indie,100
viking folk,folk,100
chill lounge,lounge,100
dark techno,techno,100
rap lyonnais,hip hop,100
sludge metal,metal,100
karadeniz pop,pop,99
danseband,danseband,100
classic iskelma,iskelma,100
bboy,bboy,100
gospel r&amp;b,gospel,100
classic polish pop,pop,100
italian romanticism,romanticism,100
yugoslav rock,rock,100
manele,manele,100
experimental rock,rock,100
magyar alternative,alternative,100
ukg revival,revival,100
canadian folk,folk,100
dixieland,dixieland,100
indiana hip hop,hip hop,100
buffalo hip hop,hip hop,100
afro house,house,100
russian underground rap,hip hop,100
auckland indie,indie,100
japanese pop rap,hip hop,100
australian underground hip hop,hip hop,100
bassline,bassline,100
jazz trio,jazz,100
afghan pop,pop,100
chinese idol pop,pop,99
deep southern trap,trap,100
png pop,pop,100
texas metal,metal,100
chicago blues,blues,100
bitpop,pop,100
northern irish indie,indie,100
italian reggae,reggae,100
ghanaian hip hop,hip hop,100
ecm-style jazz,jazz,100
disco polo,polo,100
samba-rock,rock,100
swedish country,country,100
ebm,ebm,100
volkspop,pop,100
minimalism,minimalism,100
texas latin rap,hip hop,100
icelandic classical,classical,100
russian chanson,chanson,100
stomp and flutter,flutter,100
french jazz,jazz,100
classic finnish rock,rock,100
narodna muzika,muzika,100
melodic techno,techno,100
romantico,romantico,100
spanish folk metal,metal,99
deep latin christian,latin,100
uk pop punk,punk,100
italian opera,classical,100
electroclash,electro,100
guaracha,guaracha,100
greek drill,drill,100
east coast reggae,reggae,100
classic belgian pop,pop,100
cologne hip hop,hip hop,100
deutschrock,rock,100
freestyle,freestyle,100
chiptune,chiptune,100
nightrun,nightrun,100
gabba,gabba,100
kurdish pop,pop,100
khaliji,khaliji,100
modern ska punk,punk,100
electro-industrial,electro,100
oc rap,hip hop,100
technical death metal,death metal,100
chicago house,house,100
german metalcore,metalcore,100
louvor,louvor,100
progressive deathcore,deathcore,100
thai rock,rock,100
classic malaysian pop,pop,100
kizomba,kizomba,100
drill italiana,drill,100
dutch metal,metal,100
swancore,swancore,100
australian r&amp;b,r&amp;b,100
nashville indie,indie,100
new comedy,comedy,100
classic finnish pop,pop,100
chinese r&amp;b,r&amp;b,100
rap baixada fluminense,hip hop,100
classic arab pop,pop,100
vintage italian soundtrack,soundtrack,100
progressive psytrance,trance,100
lo-fi house,house,100
dark disco,disco,100
mizrahi,mizrahi,100
ukrainian rock,rock,100
nederlandse hardstyle,hardstyle,100
soulful house,house,100
belly dance,dance,100
indian lo-fi,lo-fi,100
orgcore,orgcore,100
reggae tuga,reggae,100
punk 'n' roll,punk,100
mambo,mambo,100
emo rap italiano,emo,100
tecnobrega,tecnobrega,99
uk garage,garage,100
samba-jazz,jazz,100
dansktop,dansktop,100
naija worship,worship,100
frenchcore,frenchcore,83
samba reggae,reggae,100
country gospel,country,100
asbury park indie,indie,100
trap antillais,trap,100
neue deutsche welle,welle,100
jewish pop,pop,100
dark post-punk,punk,100
japanese vtuber,vtuber,100
modern funk,funk,100
russian folk rock,rock,100
arab trap,trap,100
latin classical,classical,100
spanish modern rock,rock,100
tagalog worship,worship,100
mexican edm,edm,100
rock independant francais,rock,100
new jersey hardcore,hardcore,100
minneapolis indie,indie,100
turkce kadin rap,hip hop,100
acoustic punk,punk,100
cowboy western,western,100
hawaiian,hawaiian,100
metallic hardcore,metal,100
circuit,circuit,100
swedish americana,americana,100
acoustic blues,blues,100
nordic soundtrack,soundtrack,100
uzbek pop,pop,100
swedish reggae,reggae,100
jungle,jungle,100
indie viet,indie,100
contemporary gospel,gospel,100
japanese pop punk,punk,100
egyptian hip hop,hip hop,100
swedish melodic rock,rock,100
latintronica,latin,100
italian soundtrack,soundtrack,100
swedish eurodance,eurodance,100
popping,pop,100
trance brasileiro,trance,78
polish indie,indie,100
partido alto,alternative,100
portland indie,indie,100
australian singer-songwriter,singer-songwriter,100
musica para criancas,criancas,100
gbvfi,gbvfi,100
swedish dancehall,dancehall,100
hard alternative,alternative,100
bakersfield sound,sound,100
japanese alternative pop,pop,100
american folk revival,folk,100
barnemusikk,barnemusikk,100
ghanaian pop,pop,100
italian lounge,lounge,100
hurdy-gurdy,hurdy-gurdy,100
bandinhas,bandinhas,100
melodic power metal,power metal,100
irish hip hop,hip hop,100
japanese old school hip hop,hip hop,100
irish country,country,100
theme,theme,100
post-doom metal,doom metal,100
bulgarian pop,pop,100
russian alternative rock,rock,100
argentine punk,punk,100
balkan hip hop,hip hop,100
norwegian country,country,100
japanese jazz fusion,jazz,100
chinese singer-songwriter,singer-songwriter,100
denpa-kei,denpa-kei,100
new weird america,america,100
experimental r&amp;b,r&amp;b,100
country blues,blues,100
deconstructed club,club,100
turkish instrumental,instrumental,98
idol kayo,kayo,100
classic thai pop,pop,100
ambeat,ambeat,100
hardcore,hardcore,100
muziek voor kinderen,kinderen,100
groove gospel,gospel,100
viral trap,trap,100
mathcore,mathcore,100
monterrey indie,indie,100
thai hip hop,hip hop,100
latinx alternative,latin,100
arab electronic,electro,100
amapiano,amapiano,100
folklore chileno,folk,100
leicester indie,indie,100
louisiana blues,blues,100
indonesian city pop,pop,100
laboratorio,laboratorio,100
alabama indie,indie,100
malaysian mandopop,pop,100
popwave,pop,100
croatian pop,pop,100
classic peruvian pop,pop,100
cello,cello,100
acoustic opm,opm,100
latin funk,funk,100
folclore salteno,alternative,100
indie rockism,rock,100
classic dubstep,dubstep,100
surf music,music,91
progressive jazz fusion,jazz,84
german viral rap,hip hop,100
world devotional,devotional,100
afrikaans,afrikaans,100
pop nacional antigas,pop,100
belarusian indie,indie,100
estonian hip hop,hip hop,100
venezuelan rock,rock,100
toronto indie,indie,100
korean city pop,pop,100
samba paulista,paulista,100
neomelodici,neomelodici,74
seiyu,seiyu,100
russian viral rap,hip hop,97
rap boricua,hip hop,100
oldschool deutschrap,hip hop,100
dutch drill,drill,100
colombian indie,indie,100
carnaval cadiz,cadiz,100
latin viral rap,hip hop,100
norwegian metal,metal,98
north east england indie,indie,100
glam punk,punk,100
reggae cover,reggae,100
concepcion indie,indie,100
old-time,old-time,100
entehno,entehno,100
brain waves,waves,100
mande pop,pop,100
romanian trap,trap,100
argentine heavy metal,metal,98
modern jazz piano,jazz,100
high-tech minimal,minimal,100
papuri,papuri,100
neo-progressive,neo-progressive,100
zouk,zouk,100
rock baiano,rock,100
vocal harmony group,group,100
canadian old school hip hop,hip hop,100
dakke dak,dak,100
indie liguria,indie,100
peruvian hip hop,hip hop,100
gospel antigas,gospel,100
fingerstyle,fingerstyle,100
classical tenor,classical,100
bouncy house,house,100
scottish indie rock,rock,100
symphonic deathcore,deathcore,100
brega romantico,romantico,100
lo-fi brasileiro,brasileiro,100
flamenco fusion,fusion,100
huzunlu sarkilar,sarkilar,100
finnish alternative rock,rock,100
japanese post-hardcore,post-hardcore,100
nz hip hop,hip hop,100
straight edge,edge,100
shred,shred,100
south african hip hop,hip hop,100
musique pour enfants,enfants,100
german indie folk,folk,100
neoclassicism,neoclassicism,100
digital hardcore,hardcore,99
rock catala,rock,100
swiss hip hop,hip hop,100
instrumental post-rock,rock,100
synthesizer,synthesizer,98
nightcore,nightcore,100
dangdut remix,remix,100
german oi,oi,100
deep tech house,house,99
italian tenor,tenor,100
brit funk,funk,93
finnish melodeath,melodeath,100
outsider house,house,100
malaysian indie,indie,100
belo horizonte indie,indie,100
french metal,metal,93
rap nacional antigo,hip hop,100
strut,strut,100
fado,fado,100
pittsburgh indie,indie,100
new jersey underground rap,hip hop,100
south african pop dance,pop,100
austin americana,americana,100
industrial hip hop,hip hop,100
dong-yo,dong-yo,100
new jersey punk,punk,100
russian viral pop,pop,98
lithuanian pop,pop,100
newcastle nsw indie,indie,93
boston indie,indie,100
avant-garde jazz,jazz,100
uk contemporary jazz,jazz,100
vgm remix,remix,100
emo mexicano,emo,100
rap catala,hip hop,100
perth indie,indie,77
honky tonk,tonk,100
west coast reggae,reggae,100
icelandic experimental,experimental,100
kawaii metal,metal,100
spanish noise pop,pop,100
reggae cristao,reggae,100
contemporary classical,classical,100
latincore,latin,100
sholawat,sholawat,97
australian indie rock,rock,100
dark rock,rock,100
psychedelic pop,pop,100
flute rock,rock,88
alberta country,country,100
israeli singer-songwriter,singer-songwriter,100
punk rock mexicano,punk,100
brazilian soul,soul,100
rap antillais,hip hop,100
brazilian house,house,100
riddim,riddim,100
kindie rock,rock,100
diy emo,emo,100
finnish heavy metal,metal,100
quran,quran,100
birmingham hip hop,hip hop,100
hungarian hip hop,hip hop,100
christian punk,punk,99
uk tech house,house,100
british power metal,power metal,100
slamming deathcore,deathcore,100
moldovan pop,pop,100
israeli hip hop,hip hop,100
boston punk,punk,96
czech pop rock,rock,100
rap montrealais,hip hop,100
j-indie,indie,100
pirate,pirate,100
instrumental soul,soul,100
comedy rock,rock,100
chanson virale,virale,100
vbs,vbs,100
christian uplift,uplift,100
chinese drama ost,ost,100
drift,drift,100
russian reggae,reggae,100
polish alternative rock,rock,75
indian folk,folk,100
psicodelia brasileira,brasileira,100
turkish soundtrack,soundtrack,100
relaxative,relaxative,95
norwegian singer-songwriter,singer-songwriter,100
hololive,hololive,100
progressive uplifting trance,trance,100
chilean hardcore,hardcore,100
souldies,soul,100
shonen,shonen,100
power-pop punk,punk,100
military rap,hip hop,100
slovak hip hop,hip hop,100
rap feminino nacional,hip hop,100
russian ska,ska,100
indonesian reggae,reggae,100
swedish garage rock,rock,100
deep norteno,norteno,100
uk experimental electronic,electro,94
atlanta metal,metal,100
skansk musik,ska,100
cologne indie,indie,100
musica canaria,canaria,99
north carolina indie,indie,100
acid house,house,100
rap uruguayo,hip hop,100
early avant garde,garde,100
oktoberfest,oktoberfest,100
african rock,rock,100
san diego rap,hip hop,100
yaoi,yaoi,100
roda de samba,samba,100
new orleans blues,blues,100
acoustic guitar cover,cover,100
chinese hip hop,hip hop,100
canadian classical,classical,100
traditional country,country,100
rock quebecois,rock,100
nuevo folklore mexicano,folk,100
mambo chileno,chileno,100
reggae gaucho,reggae,100
slc indie,indie,100
finnish death metal,death metal,87
garage pop,pop,100
balkan beats,beats,100
boston metal,metal,91
delta blues,blues,100
sudanese pop,pop,100
slovak pop,pop,100
experimental ambient,ambient,100
jamgrass,jamgrass,100
australian indigenous,indigenous,100
belarusian pop,pop,100
romanian rap,hip hop,100
brisbane indie,indie,100
pop teen brasileiro,pop,100
ukrainian indie,indie,100
russian indie rock,rock,100
psychill,psychill,100
kingston on indie,indie,100
gypsy jazz,jazz,100
rock alternativo espanol,rock,100
cumbia lagunera,cumbia,100
albuquerque indie,indie,100
sevdah,sevdah,100
polish reggae,reggae,100
west end,end,100
mundart,mundart,100
virginia metal,metal,100
oi,oi,99
classic hungarian pop,pop,100
brazilian metal,metal,100
tango,tango,100
k-rock,rock,100
cancion infantil mexicana,mexicana,100
cumbia colombiana regia,cumbia,100
qawwali,qawwali,100
ambient house,house,100
finnish edm,edm,100
classic j-rock,rock,100
indie dream pop,pop,100
hip-hop experimental,hip hop,100
san diego indie,indie,78
rap cristao,hip hop,100
suomirap,hip hop,100
vintage french electronic,electro,100
trap metal italiana,trap,100
retro metal,metal,100
classical performance,classical,80
pinoy pop punk,punk,100
post-metal,metal,100
deep minimal techno,techno,100
classic czech pop,pop,100
vintage chinese pop,pop,81
eurobeat,eurobeat,100
classic greek pop,pop,100
alternative roots rock,rock,100
futuristic swag,swag,100
messianic praise,praise,100
musica per bambini,bambini,100
canadian children's music,music,100
adoracion,adoracion,100
canadian celtic,celtic,100
danish alternative rock,rock,100
san marcos tx indie,indie,100
spanish synthpop,pop,100
appalachian folk,folk,100
german ska,ska,100
korean old school hip hop,hip hop,100
deep talent show,show,100
reggae catala,reggae,100
tempe indie,indie,100
oshare kei,kei,100
pony,pony,100
japanese dance pop,pop,93
brazilian boogie,boogie,100
classic praise,praise,100
rap romantico,hip hop,100
french folk pop,pop,100
symphonic black metal,black metal,100
indie extremena,indie,100
japanese new wave,wave,100
manchester indie,indie,100
psychobilly,psychobilly,100
trap catala,trap,100
louisville indie,indie,100
canadian post-hardcore,post-hardcore,100
futurepop,pop,100
melodic groove metal,metal,100
south carolina indie,indie,100
bhajan,bhajan,100
praise,praise,100
icelandic singer-songwriter,singer-songwriter,100
freakbeat,freakbeat,100
space age pop,pop,100
ontario indie,indie,100
forro tradicional,tradicional,100
brazilian emo,emo,100
ballroom,ballroom,100
classic french pop,pop,100
chopped and screwed,screwed,100
swiss rock,rock,100
british jazz,jazz,85
nasheed,nasheed,100
boston folk,folk,100
french opera,classical,100
leipzig electronic,electro,100
witch house,house,100
ballet class,class,100
neurofunk,funk,100
atlanta indie,indie,100
indonesian idol pop,pop,100
classic persian pop,pop,100
modern uplift,uplift,100
melodic deathcore,deathcore,100
traditional folk,folk,100
nantes indie,indie,100
sovietwave,sovietwave,100
p funk,funk,100
french psychedelic,psychedelic,100
polish punk,punk,100
chinese electropop,electro,99
oc indie,indie,100
persian hip hop,hip hop,100
greek indie,indie,100
5th wave emo,emo,100
german punk rock,punk,88
drill and bass,drill,100
pinoy singer-songwriter,singer-songwriter,100
french death metal,death metal,100
trap colombiano,trap,100
atmospheric black metal,black metal,99
australian post-hardcore,post-hardcore,100
new tribe,tribe,100
blackened deathcore,deathcore,100
twee pop,pop,100
schweizer rap,hip hop,100
english baroque,classical,100
cumbia andina mexicana,cumbia,100
crossover thrash,thrash,100
flint hip hop,hip hop,100
venezuelan indie,indie,93
jamtronica,jamtronica,100
japanese indie rock,rock,100
vintage schlager,schlager,99
timba,timba,100
salsa choke,salsa,100
slovak rock,rock,100
collage pop,pop,100
nashville americana,americana,100
afghan rap,hip hop,100
german jazz rap,hip hop,100
deathstep,deathstep,100
classic kollywood,kollywood,100
tolkien metal,metal,100
classic venezuelan pop,pop,100
swedish progressive metal,metal,75
british children's music,music,100
psychedelic folk,folk,100
hard motivation,motivation,38
vermont indie,indie,100
norske viser,viser,98
trova mexicana,mexicana,100
jazz quartet,jazz,100
cante flamenco,flamenco,100
belgian singer-songwriter,singer-songwriter,100
harmonica blues,blues,99
tallava,tallava,85
microtonal,microtonal,100
italian techno,techno,100
progressive trance house,house,100
southern gospel,gospel,97
rap sardegna,hip hop,100
african gospel,gospel,100
pagan black metal,black metal,100
malian blues,blues,100
queercore,queercore,100
jazz rock,rock,100
finnish trap,trap,100
norwegian black metal,black metal,100
aggrotech,aggrotech,100
cumbia uruguaya,cumbia,100
bongo flava,flava,100
trap tuga,trap,100
japanese jazz,jazz,100
dark cabaret,cabaret,100
pinoy idol pop,pop,100
american post-rock,rock,100
korean indie rock,rock,100
us power metal,power metal,100
jazz house,house,100
raw techno,techno,100
magyar trap,trap,100
thai trap,trap,100
american metalcore,metalcore,100
choro,choro,100
beach house,house,100
bristol indie,indie,100
men chika,chika,81
baglama,baglama,96
malay rap,hip hop,100
ritmo kombina,kombina,100
latin soundtrack,latin,100
christelijk,christelijk,100
vietnamese singer-songwriter,singer-songwriter,100
montreal indie,indie,100
jacksonville indie,indie,92
j-punk,punk,100
swedish metalcore,metalcore,100
arab alternative,alternative,100
mod revival,revival,100
portuguese rock,rock,100
thai idol,idol,100
gaian doom,doom,100
channel islands indie,indie,100
shaabi,shaabi,100
j-ambient,ambient,100
german worship,worship,100
instrumental bluegrass,country,100
abstract beats,beats,100
super eurobeat,eurobeat,94
american contemporary classical,classical,100
chanson paillarde,paillarde,100
rochester mn indie,indie,100
dabke,dabke,100
musica juiz-forana,juiz-forana,93
memphis blues,blues,100
glitchbreak,glitchbreak,100
techno kayo,techno,100
hong kong indie,indie,100
russian metalcore,metalcore,100
motivation,motivation,100
scottish electronic,electro,100
khaleeji iraqi,iraqi,100
kleinkunst,kleinkunst,94
nordic folk metal,metal,100
israeli indie,indie,100
kundalini,kundalini,100
uk post-hardcore,post-hardcore,100
brega,brega,100
huapango,huapango,100
folkmusik,folk,100
american modern classical,classical,100
electronic djent,electro,100
musica alagoana,alagoana,100
estonian pop,pop,100
glasgow indie,indie,100
french techno,techno,100
copla,copla,100
melbourne indie,indie,100
grungegaze,grunge,100
olympia wa indie,indie,100
japanese metalcore,metalcore,100
thai folk rock,rock,100
grime brasileiro,grime,100
islamic recitation,recitation,100
orchestra,orchestra,100
popgaze,pop,100
christmas instrumental,instrumental,100
azeri rap,hip hop,100
reading indie,indie,100
early synthpop,pop,100
nueva ola chilena,chilena,96
manila sound,sound,100
poezja spiewana,spiewana,100
dutch singer-songwriter,singer-songwriter,100
melodic hard rock,rock,85
classical piano,classical,100
finnish indie,indie,100
balkan trap,trap,100
japanese piano,piano,100
french movie tunes,tunes,99
choral,choral,100
trap peruano,trap,100
hokkaido indie,indie,100
italian metal,metal,100
swedish electronic,electro,91
nuevo flamenco,flamenco,100
dutch americana,americana,100
vlaamse kinderliedje,kinderliedje,100
new orleans funk,funk,100
musica popular paraense,pop,99
musica popular mineira,pop,100
cuban alternative,alternative,100
french indie folk,folk,100
downtempo bass,bass,100
kolsche karneval,karneval,100
dub techno,techno,100
neo-trad metal,metal,100
neo-traditional bluegrass,country,100
indian classical,classical,99
broken beat,beat,100
no wave,wave,100
musica llanera,llanera,100
cowpunk,punk,99
workout product,product,100
bayerischer rap,hip hop,100
drumfunk,funk,100
instrumental acoustic guitar,guitar,99
chaotic hardcore,hardcore,100
thai folk pop,pop,100
deep adult standards,standards,100
paisley underground,underground,99
cuban rumba,rumba,100
folklore surero,folk,100
bluegrass gospel,country,100
arkansas hip hop,hip hop,100
russian modern classical,classical,100
mashup,mashup,100
fremantle indie,indie,100
prog metal,metal,100
deep disco,disco,100
socal indie,indie,100
oriental metal,metal,100
native american contemporary,contemporary,100
chalga,chalga,100
vietnamese pop,pop,100
smutny rap,hip hop,100
uk worship,worship,100
rap underground argentino,hip hop,100
japanese indie pop,pop,100
orlando indie,indie,100
dream trance,trance,100
braindance,braindance,100
ska jazz,ska,100
xtra raw,raw,100
post-post-hardcore,post-post-hardcore,100
alaska indie,ska,100
nova musica carioca,carioca,100
oceania soundtrack,soundtrack,100
deathrash,deathrash,100
chinderlieder,chinderlieder,100
latin house,house,100
scottish metal,metal,100
folclore santiagueno,santiagueno,100
yodeling,yodeling,100
rap maromba,hip hop,100
voidgaze,voidgaze,78
argentine metal,metal,96
western americana,americana,100
neo-traditional country,country,100
dutch r&amp;b,r&amp;b,100
blackgaze,blackgaze,100
deep rai,rai,100
nepali pop,pop,100
cape town indie,indie,100
oulu metal,metal,100
modern jazz trio,jazz,100
california hardcore,hardcore,100
nyhc,nyhc,100
musica maranhense,maranhense,100
tone,tone,100
j-reggae,reggae,100
korean electropop,electro,100
american shoegaze,shoegaze,100
jump blues,blues,100
musica potosina,potosina,100
nu skool breaks,breaks,100
cedm,edm,100
thrash core,core,100
japanese jazztronica,jazz,100
fluxwork,fluxwork,100
deep comedy,comedy,100
pop minang,pop,100
instrumental math rock,rock,100
bozlak,bozlak,100
lds,lds,100
dutch trap,trap,100
korean singer-songwriter,singer-songwriter,100
ukrainian hip hop,hip hop,100
cambridgeshire indie,indie,100
new isolationism,isolationism,89
experimental vocal,vocal,100
avant-garde,avant-garde,100
danish electropop,electro,100
mahraganat,mahraganat,100
nuevo folklore argentino,folk,100
french tech house,house,100
lagu timur,timur,100
drone metal,metal,100
new england emo,emo,100
progressive sludge,sludge,100
balearic,balearic,100
emo punk,punk,100
krautrock,rock,100
kc indie,indie,100
chanson quebecois,quebecois,100
dayton indie,indie,100
substep,substep,100
speed garage,garage,100
korean dream pop,pop,100
batak,batak,100
classic portuguese pop,pop,100
shatta,shatta,100
clean comedy,comedy,100
icelandic folk,folk,100
nordic folk,folk,100
swiss metal,metal,100
elephant 6,6,100
classic k-pop,k-pop,100
salsa cubana,salsa,100
8d,8d,100
italian jazz,jazz,100
nz indie,indie,100
fidget house,house,100
canto popular uruguayo,pop,100
sung poetry,poetry,100
australian americana,americana,100
wyoming roots,roots,100
tatar pop,pop,100
touhou,touhou,100
peruvian indie,indie,100
kids dance party,party,100
arab folk,folk,100
canadian modern jazz,jazz,100
ukrainian classical,classical,100
huayno,huayno,100
auteur-compositeur-interprete quebecois,quebecois,100
irish indie,indie,100
